Resolution,Bytes,FinalQuality
2448,105338,0.9501358578654969
2295,94082,0.9498492683385286
2142,82253,0.949466238357057
1989,72258,0.9494796978092224
1836,61886,0.9493842839730694
1683,53391,0.9490116793268094
1530,45391,0.9546252732419953
1377,38163,0.954077813146008
1224,30728,0.9536936389722421
1071,24126,0.9523011794955414
918,19551,0.9546734451780851
765,14814,0.9549488854856983
612,11332,0.954653497480299
459,9243,0.954349836359978
306,7453,0.9451160962483443
153,20808,0.9363960220998777
